message,label,target_type,severity,severity_score,source
"Look, this is your last warning !!!",threat,appearance,medium,0.82,english
"Actually, this is your last warning",threat,individual,medium,0.82,english
dont message me late night,harassment,individual,medium,0.45,english
are you mad or what ninige artha illa for real.,insult,individual,medium,0.3,codemix
"network sakkath slow ide, once repeat maadu. #e9d3",neutral,Individual,Low,0.0,kannada
You will regret this ☠️,threat,individual,high,1.0,emoji
"Bkqylmjh, ivattu full sucide madthiya maga mode nalli idiya. #2fbf",threat,Individual,low,0.48,bad_words
"gang, ivnanna group nalli add madbeda, ivan illaadre better ansta. #a7c0",exclusion,Group,High,0.53,kannada
"Stop it, yaake nanna follow madthiya everywhere",harassment,individual,medium,0.45,codemix
"Basically, shut up now sumne iru right now.",aggression,individual,medium,0.55,codemix
Stop texting me again and again 🤚,harassment,individual,medium,0.5,emoji
Your kind is not welcome here 🐋,hate,gender,high,0.85,emoji
"naale 9 gante lab ge bartira, late agbeda. #7a8f",neutral,Unknown,Low,0.04,kannada
"Hey, you sound really stupid nin mathu nodi without a doubt.",insult,individual,medium,0.3,codemix
I just wanted to say this group is too negative,toxicity,group,medium,0.5,english
"Seriously, this group has become so toxic ... whatever.",toxicity,group,high,0.55,english
ninige simple vishaya kuda artha agalla ... whatever.,insult,individual,medium,0.3,codemix
dont poke your nose don't you think?,aggression,individual,medium,0.55,english
"Xtxt, nee tumba keiya tara idiya maga. #9f1e",harassment,Individual,medium,0.67,bad_words
ivattu class full bore aaytu. #e4d6,neutral,Individual,Low,0.0,kannada
You never understand anything ❌,insult,individual,low,0.25,emoji
"Hey, nin message inda tension agthide",harassment,individual,medium,0.45,codemix
attendance link haakbidu illi. #df1d,neutral,Unknown,Low,0.0,kannada
"Lvvicm, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #2285",harassment,Individual,High,0.48,kannada
"Seriously, dont interfere in this nin barbeda",aggression,individual,medium,0.55,codemix
"test, why are you always online when i come",stalking,academic,high,0.67,english
people like you should stay away so please stop.,hate,individual,medium,0.75,english
people here are very problematic immediately.,toxicity,group,medium,0.5,english
just wait and watch for real.,threat,individual,medium,0.82,english
"Only a fair suck of the sav will spam the group like you, Wgumgwy. #9bab",harassment,Individual,low,0.6,bad_words
"Hey, you are useless nin work sari illa",insult,individual,medium,0.3,codemix
"Oxgfb, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #3692",threat,Individual,High,1.0,kannada
"Ivattu kooda fake character tara act madtidya, Mmsxtldtg. #91e0",harassment,Individual,low,0.5,bad_words
"Vzhzbwe, yake everywhere message madthiya, idu stalking tara kanstide. #debf",cyberstalking,Individual,Medium,0.68,kannada
"Bljknhulyz, yaaru kuda ninna sucide nature ishta padalla. #0c76",threat,Individual,high,0.4,bad_words
"Yella dina dagar tara mathadbeda, Vsxhoqa. #0184",insult,Individual,high,0.8,bad_words
"Cjmhgmdd, nee full sexy baby tara behave madthiya. #6a95",sexual_harassment,Individual,high,0.61,bad_words
"Look, this group makes me uncomfortable and it's annoying.",toxicity,group,medium,0.5,english
"male students, i told you already dont text me",harassment,gender,medium,0.45,english
"Voxvxke, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #b14c",threat,Individual,High,0.9,kannada
Good morning everyone.,neutral,unknown,high,0.07,english
Shut up already 🗡️,aggression,group,medium,0.6,emoji
"women, you sound really stupid",insult,gender,medium,0.3,english
dont annoy me nin irritate madbeda so please stop.,aggression,individual,medium,0.55,codemix
"mentality, why are you so slow",insult,gender,medium,0.3,english
"Bqfmtpzdyq, prati dina reason illade ping madbedi, idu stalking tara kanstide. #b272",cyberstalking,Individual,Medium,0.47,kannada
"Qdmjam, yaaru kuda ninna haavu bro neenu nature ishta padalla. #175e",harassment,Individual,medium,0.68,bad_words
"Yella dina joker thara tara mathadbeda, Ihtk. #21f3",insult,Individual,low,0.44,bad_words
"Hey, dont keep pinging me for no reason (no offense).",harassment,individual,low,0.4,english
"This choad behaviour is not okay, Hqjs. #816c",insult,Individual,medium,0.46,bad_words
ivattu class full bore aaytu. #7903,neutral,Group,Low,0.0,kannada
ivattu class full bore aaytu. #f6d1,neutral,Group,Low,0.05,kannada
"Bahxnduw, yaaru kuda ninna saayi nature ishta padalla. #cf91",threat,Individual,medium,0.5,bad_words
"People are tired of your shag attitude, Yyllmxeoqx. #6708",sexual_harassment,Individual,high,0.68,bad_words
"Zjyx, stop acting like a total bollocks every day. #b4a1",insult,Individual,high,0.56,bad_words
You keep tracking my activity ❌,stalking,academic,high,0.8,emoji
"Hey, Assignment yavaglu submit madbeku",neutral,unknown,medium,0.02,codemix
"female students, you wont get away with this",threat,gender,medium,0.82,english
you are not required,exclusion,individual,medium,0.42,english
I will report you to the admin 🙄,threat,teacher,high,0.95,emoji
"class grp, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #4ea6",exclusion,Group,Low,0.2,kannada
naale 4gante canteen nalli meet aagona. #adad,neutral,Unknown,Low,0.01,kannada
"To be honest, i told you already dont text me",harassment,individual,medium,0.45,english
"female students, mind your own business",aggression,gender,medium,0.55,english
Everyone here is awful 🔪,toxicity,gender,medium,0.45,emoji
"Ckp, nee tumba irritating agthiya re yaar. #465e",insult,Individual,Medium,0.25,kannada
"teacher, back off right now",aggression,teacher,medium,0.55,english
Thanks for sharing the slides. Thanks.,neutral,unknown,medium,0.02,english
nininda headache agthide stop it (no offense).,harassment,individual,low,0.4,codemix
"People are tired of your fuck you attitude, Lacd. #5010",harassment,Individual,low,0.42,bad_words
"Actually, people like you make everything dirty",hate,individual,medium,0.75,english
"Qorwvxhv, nee complete waste fellow dude. #d3cd",insult,Individual,High,0.51,kannada
I think this chat is exhausting full headache !!!,toxicity,individual,medium,0.5,codemix
naale extra pen togond baa pls. #0ac0,neutral,Individual,Low,0.05,kannada
"5 nimisha nalli join agthini, swalpa wait maadu. #bb5d",neutral,Group,Low,0.07,kannada
people like you never change and it's sad.,hate,individual,high,0.8,codemix
"Idcl, stop acting like a total nigga every day. #f599",harassment,Individual,low,0.47,bad_words
"Ksayxcxouv, nee ivattu full lazy mode alli idiya machaa. #d8b5",insult,Individual,Low,0.37,kannada
"Epjtk, nee sakkat dumb idiya yaar machaa. #b002",insult,Individual,Medium,0.26,kannada
we dont need people like you for sure.,hate,individual,medium,0.75,english
"Just so you know, you are so clueless",insult,individual,medium,0.3,english
"Qjuejtk, nee tumba irritating agthiya re yaar. #0c30",insult,Individual,Medium,0.45,kannada
nee send madida reel super comedy aaytu. #7d68,neutral,Unknown,Low,0.06,kannada
"Basically, everyone laughs at you right now.",insult,individual,high,0.35,english
"In my opinion, we already decided nin illade so please stop.",exclusion,individual,medium,0.42,codemix
"Fxvkots, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #6f6a",harassment,Individual,High,0.5,kannada
"Ivattu kooda not a loyal tara act madtidya, Dgz. #1409",harassment,Individual,low,0.39,bad_words
why are you always checking my status (no offense).,stalking,social,high,0.67,english
"Seriously, dont push me beyond my limit serious agthide",threat,individual,medium,0.82,codemix
"this class, this group is too negative",toxicity,group,medium,0.5,english
"Just so you know, stay out of my matters nin hogu - just my opinion.",aggression,individual,medium,0.55,codemix
"Actually, dont keep reminding me again and again for sure.",harassment,individual,medium,0.45,english
stop keeping tabs on me and it's sad.,stalking,individual,medium,0.62,codemix
"Stop it, ninige simple vishaya kuda artha agalla",insult,individual,medium,0.3,codemix
"faculty, there is too much negativity here",toxicity,teacher,medium,0.5,english
ivattu assignment submit maadbeku maga. #b3c9,neutral,Individual,Low,0.03,kannada
"Okycaot, nee reply nodoke tumba time togondiya yaar. #f849",insult,Individual,Low,0.16,kannada
ivattu class full bore aaytu. #4e13,neutral,Unknown,Low,0.05,kannada
"Only a piss off will spam the group like you, Iunmyw. #d8a4",harassment,Individual,medium,0.66,bad_words
you are everywhere i go for real.,stalking,individual,medium,0.62,english
ivattu assignment submit maadbeku maga. #3603,neutral,Unknown,Low,0.0,kannada
I just wanted to say you are everywhere i go - just my opinion.,stalking,individual,medium,0.62,english
"study, this place feels unhealthy",toxicity,academic,medium,0.5,english
Everyone knows people like you should stay away,hate,individual,medium,0.75,codemix
"Group nalli a tara soolya baribeda, Amnn. #ba33",harassment,Individual,medium,0.56,bad_words
"People are tired of your cockfoam attitude, Rtup. #e97b",sexual_harassment,Individual,low,0.38,bad_words
"Only a twat face will spam the group like you, Vwfy. #3702",insult,Individual,low,0.65,bad_words
"Uagqqk, nee full time late bartiya dude. #3a35",insult,Individual,Low,0.23,kannada
"Look, you make everything worse !!!",insult,appearance,medium,0.3,english
"Zqkwnnejm, nee class nalli full time joker ne re. #01e4",insult,Individual,Medium,0.32,kannada
exam tumba tough aaytu but somehow aaytu. #8d68,neutral,Unknown,Low,0.05,kannada
"Rbcd, stop acting like a total dick every day. #d380",sexual_harassment,Individual,medium,0.62,bad_words
"habit, stop disturbing me during class",harassment,personal,medium,0.45,english
ivattu class full bore aaytu. #9504,neutral,Unknown,Low,0.0,kannada
"Tnnhotzukq, nee ivattu full lazy mode alli idiya yaar. #caf5",insult,Individual,Low,0.29,kannada
"Only a sex will spam the group like you, Biwdmnviet. #b306",sexual_harassment,Individual,high,0.62,bad_words
"Group nalli ee sexy baby attitude beda, Vpujagahnc. #610b",sexual_harassment,Individual,high,0.75,bad_words
I just wanted to say stop disturbing me nanige shanti beku,harassment,individual,medium,0.45,codemix
"Tqvmbtdsz, nee full time late bartiya yaar. #fc91",insult,Individual,Low,0.35,kannada
Leave me alone already 🔍,harassment,individual,medium,0.5,emoji
yavdru ivattu notes idre send maadu pls. #2d30,neutral,Unknown,Low,0.0,kannada
"Aeiiajzgca, a type jokes swalpa stop maadu, group nalli idu sari alla. #54eb",sexual_harassment,Individual,High,0.85,kannada
"Fiskczgsmt, ivattu full sucide madthiya maga mode nalli idiya. #d4be",threat,Individual,medium,0.48,bad_words
"Group nalli a tara gaandu baribeda, Tplaso. #5a57",insult,Individual,medium,0.72,bad_words
pizza bekka biryani bekka decide maadi. #7b5b,neutral,Individual,Low,0.0,kannada
yaake nanna follow madthiya everywhere without a doubt.,harassment,individual,medium,0.45,codemix
"Look, why do you keep noticing when i am active",stalking,appearance,medium,0.62,english
"Aewnl, nee tumba sede tara idiya maga. #5eb7",insult,Individual,medium,0.59,bad_words
"Vavmcvnsi, ella platform nalli follow madbeda please, idu stalking tara kanstide. #e1c2",cyberstalking,Individual,High,0.85,kannada
"Iwthf, stop acting like a total wanker every day. #20d7",sexual_harassment,Individual,medium,0.65,bad_words
"Bosy, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #a245",harassment,Individual,Medium,0.59,kannada
"nature, we already decided without you",exclusion,personal,medium,0.42,english
remember this moment immediately.,threat,gender,medium,0.82,english
ninne function photos share maadu. #aaae,neutral,Unknown,Low,0.0,kannada
"ninna presentation super aaytu, chennag ide. #cbb7",neutral,Individual,Low,0.0,kannada
dont test my patience period.,threat,academic,medium,0.82,english
"Just so you know, this group is too negative",toxicity,individual,medium,0.5,codemix
"People are tired of your cock-socker attitude, Ytbyuz. #8a9a",sexual_harassment,Individual,high,0.8,bad_words
Nobody wants you here 🦍,exclusion,teacher,high,0.55,emoji
"ninna presentation super aaytu, chennag ide. #c616",neutral,Unknown,Low,0.0,kannada
"People are tired of your naked attitude, Cfljv. #03fd",sexual_harassment,Individual,medium,0.4,bad_words
"Owzeizyv, nee full time late bartiya machaa. #4248",insult,Individual,Low,0.15,kannada
"Group nalli a tara keiya maga baribeda, Eakhdro. #0bfa",harassment,Individual,medium,0.66,bad_words
"Rzjxhybp, you are such a dirty fellow in this group. #be25",insult,Individual,medium,0.62,bad_words
"Ixnxvcfvm, nee reply nodoke tumba time togondiya yaar. #61bb",insult,Individual,Low,0.3,kannada
You are not part of this team ⚠️,exclusion,gender,medium,0.45,emoji
"Widbccsxiy, nee class nalli full time joker ne dude. #dd40",insult,Individual,Medium,0.32,kannada
stop forcing conversation - just my opinion.,harassment,individual,medium,0.45,english
"ninna presentation super aaytu, chennag ide. #3300",neutral,Unknown,Low,0.01,kannada
Your kind is not welcome here 🎥,hate,academic,high,0.85,emoji
pizza bekka biryani bekka decide maadi. #08a3,neutral,Individual,Low,0.07,kannada
project help madidakke thanks maga. #b760,neutral,Unknown,Low,0.01,kannada
Nobody wants you here 🦛,exclusion,unknown,high,0.55,emoji
yaaru naalege PPT madthare helri. #dcee,neutral,Unknown,Low,0.02,kannada
"Pgbrjrjw, nin not a loyal maga nataka nodakke bore aaytu. #08ef",harassment,Individual,medium,0.52,bad_words
"class grp, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #2d1d",exclusion,Group,Low,0.21,kannada
"network sakkath slow ide, once repeat maadu. #cf6d",neutral,Group,Low,0.04,kannada
"This dirty fellow behaviour is not okay, Wvavqnqfl. #66f4",insult,Individual,medium,0.4,bad_words
"Ninna monkey thara behavior nodi everyone frustrate agta idare, Psir. #259b",insult,Individual,high,0.61,bad_words
"People are tired of your bugger attitude, Iiqhtaxsuy. #69de",sexual_harassment,Individual,low,0.63,bad_words
"Xykzsivaa, yake everywhere message madthiya, idu stalking tara kanstide. #f0d0",cyberstalking,Individual,Medium,0.5,kannada
"naale 9 gante lab ge bartira, late agbeda. #d6d1",neutral,Unknown,Low,0.0,kannada
why are you so behind me for sure.,harassment,individual,medium,0.45,english
"Hvjbqg, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #a1da",cyberstalking,Individual,High,0.66,kannada
"guys, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #da24",exclusion,Group,Medium,0.24,kannada
"Kxdmo, you are such a cock-socker in this group. #9ace",sexual_harassment,Individual,medium,0.58,bad_words
"This asshole behaviour is not okay, Rtcvj. #d6c0",insult,Individual,medium,0.6,bad_words
"Look, we dont need people like you don't you think?",hate,appearance,medium,0.75,english
"Yella dina sooley maga tara mathadbeda, Wgqtcoyndz. #134e",insult,Individual,medium,0.35,bad_words
"Listen, yaake nanna hinde bartiya elladalli for sure.",harassment,individual,medium,0.45,codemix
attendance link haakbidu illi. #c76b,neutral,Unknown,Low,0.0,kannada
You will regret this 🤣,threat,gender,high,0.95,emoji
"ninna presentation super aaytu, chennag ide. #9b9a",neutral,Individual,Low,0.0,kannada
"Ljjvzw, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #d8f7",harassment,Individual,Medium,0.76,kannada
"Lfvbf, nee reply nodoke tumba time togondiya re. #be4b",insult,Individual,Low,0.29,kannada
mind your own business nin work nodko for sure.,aggression,individual,medium,0.55,codemix
"Actually, this chat is very unhealthy (no offense).",toxicity,individual,low,0.45,codemix
"Yella dina dove rani maga tara mathadbeda, Zpr. #8ad3",harassment,Individual,medium,0.66,bad_words
"Kbtjkjrmus, ivattu full hucchadanthe mode nalli idiya. #244b",insult,Individual,low,0.63,bad_words
"This lesbian behaviour is not okay, Liydmorra. #fc7c",insult,Individual,medium,0.71,bad_words
"Hlbzmicni, ivattu full sexy baby maga mode nalli idiya. #ed91",sexual_harassment,Individual,low,0.59,bad_words
Get lost 🐮,aggression,group,low,0.55,emoji
"Basically, this chat is mentally draining thale noovu",toxicity,individual,medium,0.5,codemix
"thinking, dont keep asking the same thing",harassment,appearance,medium,0.45,english
"happy birthday, tumba olle varsha agli. #6068",neutral,Group,Low,0.0,kannada
Get lost 💔,aggression,teacher,low,0.55,emoji
"Listen, ninige maturity illa grow up and it's sad.",insult,individual,medium,0.3,codemix
I just wanted to say you sound really stupid nin mathu nodi for sure.,insult,individual,medium,0.3,codemix
"Ninna dove rani behavior nodi everyone frustrate agta idare, Fobismpw. #97ce",harassment,Individual,high,0.43,bad_words
"Ninna idiot thara behavior nodi everyone frustrate agta idare, Erkqdufz. #e23d",insult,Individual,high,0.56,bad_words
"Look, why do you keep calling me right now.",harassment,appearance,medium,0.45,english
weekend ge yava movie nodona. #a86b,neutral,Group,Low,0.0,kannada
"review okay aaytu, tension beda. #cd7e",neutral,Group,Low,0.01,kannada
ivattu class full bore aaytu. #f664,neutral,Unknown,Low,0.0,kannada
yavdru ivattu notes idre send maadu pls. #3c3f,neutral,Unknown,Low,0.01,kannada
"Uzjj, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #b48f",harassment,Individual,Medium,0.45,kannada
"Kuycnm, nee total loser tara idiya yaar. #845b",insult,Individual,High,0.42,kannada
"seen, keep quiet please",aggression,social,medium,0.55,english
"Lhtboqty, ivattu full nimavvan mode nalli idiya. #1956",harassment,Individual,medium,0.51,bad_words
this group is full of drama (no offense).,toxicity,group,low,0.45,english
"Listen, people like you should stay away",hate,individual,medium,0.75,codemix
this chat is exhausting immediately.,toxicity,group,medium,0.5,english
"Honestly, stop stalking me",stalking,individual,medium,0.62,english
"5 nimisha nalli join agthini, swalpa wait maadu. #5695",neutral,Individual,Low,0.01,kannada
"team, ivnanna group nalli add madbeda, ivan illaadre better ansta. #f6b1",exclusion,Group,Low,0.27,kannada
"Cdtqz, you are such a asswipe in this group. #8c6a",insult,Individual,medium,0.41,bad_words
"entire group, we dont need people like you",hate,group,medium,0.75,english
"dress, you are done now",threat,appearance,medium,0.82,english
people like you yavaglu problem - just my opinion.,hate,individual,medium,0.75,codemix
"Fexslrdv, yaaru kuda ninna sakath body nature ishta padalla. #261c",harassment,Individual,medium,0.62,bad_words
"Nrcymr, nee tumba irritating agthiya re re. #c1d4",insult,Individual,Medium,0.28,kannada
pizza bekka biryani bekka decide maadi. #799a,neutral,Group,Low,0.06,kannada
"ninna presentation super aaytu, chennag ide. #7f04",neutral,Unknown,Low,0.0,kannada
This group is so toxic 🌑,toxicity,individual,low,0.35,emoji
"Nui, nin nim amman nataka nodakke bore aaytu. #c520",harassment,Individual,low,0.42,bad_words
"Vqrzg, nee ivattu full lazy mode alli idiya dude. #b0f1",insult,Individual,Low,0.24,kannada
this is your last warning nodko (no offense).,threat,individual,low,0.77,codemix
"Look, your kind spoils the environment",hate,individual,medium,0.75,codemix
"Hyftkmdu, nee useless tara behave madthiya dude. #635a",insult,Individual,Medium,0.2,kannada
"Bphhx, you are such a bitch in this group. #b432",insult,Individual,medium,0.5,bad_words
"Honestly, you wont get away with this",threat,individual,medium,0.82,english
pizza bekka biryani bekka decide maadi. #1bf6,neutral,Group,Low,0.0,kannada
"Mbkkibxq, stop acting like a total damn every day. #cdfa",insult,Individual,medium,0.58,bad_words
"Tnn, ella platform nalli follow madbeda please, idu stalking tara kanstide. #29e0",cyberstalking,Individual,Medium,0.55,kannada
"network sakkath slow ide, once repeat maadu. #d240",neutral,Unknown,Low,0.02,kannada
you never get anything right and everyone agrees.,insult,individual,high,0.35,english
naale 4gante canteen nalli meet aagona. #a149,neutral,Group,Low,0.0,kannada
"naale 9 gante lab ge bartira, late agbeda. #62aa",neutral,Individual,Low,0.0,kannada
Shut up already 🤨,aggression,individual,low,0.55,emoji
dont annoy me nin irritate madbeda (no offense).,aggression,individual,low,0.5,codemix
"Ninna die behavior nodi everyone frustrate agta idare, Grpxuumyz. #b364",threat,Individual,medium,0.62,bad_words
"Qxgin, nee yavattu serious agalla re. #fbac",insult,Individual,Low,0.1,kannada
Leave me alone already 👎,harassment,gender,medium,0.5,emoji
"network sakkath slow ide, once repeat maadu. #2f1e",neutral,Group,Low,0.02,kannada
why do you remember my timings ninige ella gothu,stalking,individual,medium,0.62,codemix
"Atbrbvl, yake everywhere message madthiya, idu stalking tara kanstide. #e69e",cyberstalking,Individual,High,0.67,kannada
"review okay aaytu, tension beda. #cd58",neutral,Group,Low,0.0,kannada
exam tumba tough aaytu but somehow aaytu. #07e1,neutral,Individual,Low,0.05,kannada
project help madidakke thanks maga. #2b23,neutral,Individual,Low,0.0,kannada
I think dont follow up again please right now.,harassment,individual,medium,0.45,english
"Vxmscvetqg, ivattu full ninna ammanakeya mode nalli idiya. #5ebd",sexual_harassment,Individual,high,0.57,bad_words
"happy birthday, tumba olle varsha agli. #4392",neutral,Unknown,Low,0.02,kannada
"Usiegsjgr, ella platform nalli follow madbeda please, idu stalking tara kanstide. #1f5e",cyberstalking,Individual,High,0.66,kannada
"Errgi, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #ef88",harassment,Individual,Medium,0.35,kannada
"Stop it, ninige common sense illa and everyone agrees.",insult,individual,high,0.35,codemix
"Look, dont interfere in this nin barbeda",aggression,individual,medium,0.55,codemix
"In my opinion, there is too much negativity here",toxicity,individual,medium,0.5,codemix
"Hlnfqyca, nin not a loyal nataka nodakke bore aaytu. #0c12",harassment,Individual,high,0.76,bad_words
"Cadwzphs, nee ivattu full lazy mode alli idiya dude. #2fac",insult,Individual,Low,0.29,kannada
dont involve yourself here and it's sad.,exclusion,individual,medium,0.42,english
"Xbpyfokba, yaaru kuda ninna monkey thara nature ishta padalla. #48d4",insult,Individual,medium,0.39,bad_words
Shut up already 😹,aggression,gender,low,0.55,emoji
you are acting childish,insult,individual,medium,0.3,english
pizza bekka biryani bekka decide maadi. #ea72,neutral,Group,Low,0.03,kannada
"Epkha, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #a909",threat,Individual,High,0.76,kannada
"ninna presentation super aaytu, chennag ide. #4995",neutral,Individual,Low,0.0,kannada
yaaru naalege PPT madthare helri. #7732,neutral,Group,Low,0.03,kannada
exam tumba tough aaytu but somehow aaytu. #ccca,neutral,Individual,Low,0.01,kannada
"team, ivnanna group nalli add madbeda, ivan illaadre better ansta. #faee",exclusion,Group,Low,0.37,kannada
Everyone knows i cant stand people like you,hate,individual,high,0.8,english
Everyone knows dont annoy me nin irritate madbeda right now.,aggression,individual,medium,0.55,codemix
ninige simple vishaya kuda artha agalla for sure.,insult,individual,medium,0.3,codemix
"naale 9 gante lab ge bartira, late agbeda. #086f",neutral,Group,Low,0.02,kannada
attendance link haakbidu illi. #7fa9,neutral,Unknown,Low,0.0,kannada
"Stop it, mind your own business nin work nodko ... whatever.",aggression,individual,medium,0.55,codemix
why are you always checking my status nin yaake nodthiya (no offense).,stalking,individual,high,0.67,codemix
ivattu assignment submit maadbeku maga. #19f3,neutral,Group,Low,0.0,kannada
Back off now 🕸️,aggression,appearance,medium,0.6,emoji
People like you are disgusting 🕷️,hate,teacher,high,0.85,emoji
This group is so toxic 💀,toxicity,unknown,medium,0.45,emoji
"Listen, this chat is mentally draining thale noovu",toxicity,individual,medium,0.5,codemix
"Etaqspyew, nin soolya nataka nodakke bore aaytu. #d2de",harassment,Individual,medium,0.63,bad_words
Why are you always watching me 🚨,stalking,unknown,high,0.8,emoji
Why are you always watching me 🐘,stalking,teacher,high,0.8,emoji
"Uwptyx, you are such a sexy in this group. #e39f",sexual_harassment,Individual,high,0.57,bad_words
You will regret this 🦛,threat,group,high,0.95,emoji
"In my opinion, keep quiet please",aggression,individual,medium,0.55,english
"happy birthday, tumba olle varsha agli. #9897",neutral,Group,Low,0.03,kannada
"Epe, ella platform nalli follow madbeda please, idu stalking tara kanstide. #0228",cyberstalking,Individual,Low,0.69,kannada
dont keep reminding me again and again immediately.,harassment,individual,medium,0.45,english
pizza bekka biryani bekka decide maadi. #58c8,neutral,Individual,Low,0.02,kannada
weekend ge yava movie nodona. #27e0,neutral,Individual,Low,0.0,kannada
Why do you keep messaging me 😏,harassment,unknown,high,0.6,emoji
"Ljtrgno, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #0df4",harassment,Individual,Medium,0.74,kannada
"Actually, this will not end well for you ninige sari illa agutte right now.",threat,individual,medium,0.82,codemix
Good morning everyone 🙌,neutral,group,low,0.0,emoji
project help madidakke thanks maga. #d100,neutral,Group,Low,0.03,kannada
Your kind is not welcome here 🐘,hate,individual,high,0.85,emoji
"To be honest, why are you so behind me ... whatever.",harassment,individual,medium,0.45,english
"Just so you know, yaake nanna bar bar text madthiya so please stop.",harassment,individual,medium,0.45,codemix
dont cross the line and it's annoying.,aggression,individual,medium,0.55,english
"Eolt, ava body bagge a tara mata beda, group nalli idu sari alla. #3bf1",sexual_harassment,Individual,Medium,0.93,kannada
"Group nalli ee saayi attitude beda, Ezufv. #0330",threat,Individual,medium,0.47,bad_words
exam tumba tough aaytu but somehow aaytu. #f96a,neutral,Group,Low,0.0,kannada
"Ninna saayi behavior nodi everyone frustrate agta idare, Zaltrrnsul. #4980",threat,Individual,medium,0.73,bad_words
"Ynha, nee full monkey thara tara behave madthiya. #cfa0",insult,Individual,medium,0.59,bad_words
yaake nanna hinde bartiya elladalli for real.,harassment,individual,medium,0.45,codemix
I just wanted to say this group makes me uncomfortable for sure.,toxicity,group,medium,0.5,english
"team, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #d53f",exclusion,Group,Medium,0.37,kannada
"Bxvdijc, nee yavattu serious agalla re. #0350",insult,Individual,Low,0.15,kannada
"Wccpbg, nee yen use illa ninna jothe yaar. #3d33",insult,Individual,High,0.43,kannada
People like you are disgusting 🕵️,hate,appearance,high,0.85,emoji
shut up now sumne iru !!!,aggression,individual,medium,0.55,codemix
project help madidakke thanks maga. #7db2,neutral,Unknown,Low,0.02,kannada
"Just so you know, this chat is exhausting right now.",toxicity,group,medium,0.5,english
"Yella dina bosodike tara mathadbeda, Rsno. #11fc",insult,Individual,medium,0.75,bad_words
"review okay aaytu, tension beda. #c65f",neutral,Individual,Low,0.0,kannada
"Just so you know, you make everything worse and it's sad.",insult,individual,medium,0.3,english
ivattu assignment submit maadbeku maga. #cb59,neutral,Unknown,Low,0.0,kannada
"Aycafmu, prati dina reason illade ping madbedi, idu stalking tara kanstide. #3194",cyberstalking,Individual,High,0.52,kannada
"Acfbix, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #9117",harassment,Individual,High,0.59,kannada
People like you are disgusting 🚫,hate,gender,high,0.85,emoji
project help madidakke thanks maga. #5b38,neutral,Group,Low,0.0,kannada
ivattu class full bore aaytu. #483f,neutral,Unknown,Low,0.0,kannada
"Just so you know, why do you keep observing me",stalking,individual,medium,0.62,english
"principal, this space is not safe mentally",toxicity,teacher,medium,0.5,english
"Rrb, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #6ffb",harassment,Individual,Low,0.36,kannada
exam tumba tough aaytu but somehow aaytu. #38c8,neutral,Unknown,Low,0.0,kannada
"People are tired of your arse attitude, Dbo. #c306",harassment,Individual,medium,0.72,bad_words
"ninna presentation super aaytu, chennag ide. #0ca9",neutral,Unknown,Low,0.0,kannada
"Zooqdch, stop acting like a total fag every day. #8bcd",insult,Individual,medium,0.46,bad_words
"Nzh, nin hucchadana nataka nodakke bore aaytu. #24ee",insult,Individual,low,0.44,bad_words
"Ivattu kooda joker thara tara act madtidya, Ectxmsfsjp. #9f10",insult,Individual,low,0.46,bad_words
"Listen, this is embarrassing",insult,individual,medium,0.3,english
You never understand anything 🤚,insult,group,low,0.25,emoji
Everyone knows your kind is not welcome here,hate,individual,medium,0.75,codemix
"online, dont overdo it",aggression,social,medium,0.55,english
It's obvious that dont poke your nose nin business beda and it's sad.,aggression,individual,medium,0.55,codemix
"Stop it, i told you already dont text me",harassment,individual,medium,0.45,english
why are you watching me silently and it's sad.,stalking,individual,medium,0.62,english
"guys, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #c433",exclusion,Group,Low,0.27,kannada
"Seriously, this group has become so toxic ella negative agide",toxicity,individual,medium,0.5,codemix
attendance link haakbidu illi. #3866,neutral,Unknown,Low,0.01,kannada
"In my opinion, are you mad or what ninige artha illa ... whatever.",insult,individual,medium,0.3,codemix
"naale 9 gante lab ge bartira, late agbeda. #acc1",neutral,Individual,Low,0.01,kannada
why are you always behind me immediately.,stalking,individual,high,0.67,english
attendance link haakbidu illi. #5d7d,neutral,Individual,Low,0.02,kannada
