message,label,target_type,severity,severity_score
this chat is exhausting,toxicity,group,medium,0.5
"Seriously, i will expose what you did",threat,individual,high,0.87
"In my opinion, you are everywhere i go",stalking,individual,medium,0.62
"Actually, you will face consequences for this",threat,appearance,medium,0.82
"character, people here spread negativity",toxicity,group,medium,0.5
"face, dont poke your nose",aggression,appearance,medium,0.55
"test, why are you always online when i come",stalking,academic,high,0.67
"Just so you know, people like you are always the problem",hate,individual,high,0.8
this doesnt concern you for sure.,exclusion,individual,medium,0.42
"attitude, go away from here",aggression,personal,medium,0.55
"sir, you are not required",exclusion,teacher,medium,0.42
"Listen, this is not meant for you !!!",exclusion,individual,medium,0.42
you look foolish right now right now.,insult,appearance,medium,0.3
"Actually, this group is too negative !!!",toxicity,group,medium,0.5
dont lecture me for sure.,aggression,individual,medium,0.55
this group is too negative and it's sad.,toxicity,group,medium,0.5
I just wanted to say stay out of this matter ... whatever.,exclusion,individual,medium,0.42
"dp, dont start with me",aggression,social,medium,0.55
"Look, mind your own business and it's annoying.",aggression,appearance,medium,0.55
"grade, why cant you just stop",harassment,academic,medium,0.45
I just wanted to say stop chasing me for replies period.,harassment,individual,medium,0.45
shut up now and it's annoying.,aggression,individual,medium,0.55
I think dont test my patience,threat,academic,medium,0.82
stop talking nonsense,aggression,individual,medium,0.55
"Stop it, people like you make everything dirty",hate,individual,medium,0.75
"Listen, why are you noticing my movements so please stop.",stalking,gender,medium,0.62
"clothes, you always ruin the mood",insult,appearance,high,0.35
"Just so you know, dont cross the line !!!",aggression,individual,medium,0.55
"entire group, go away from here",aggression,group,medium,0.55
Everyone knows shut up now,aggression,individual,high,0.6
"Honestly, we dont like people like you",hate,individual,medium,0.75
"online, you are in serious trouble",threat,social,medium,0.82
this is embarrassing,insult,individual,medium,0.3
I just wanted to say how many times should i say no period.,harassment,individual,medium,0.45
"Hey, this group is full of drama",toxicity,group,medium,0.5
what are you even saying !!!,insult,individual,medium,0.3
"thinking, this is such a dumb question",insult,personal,medium,0.3
dont involve yourself here for sure.,exclusion,individual,medium,0.42
"Listen, grow up seriously",insult,individual,high,0.35
stay in your limits and it's sad.,aggression,individual,medium,0.55
"Look, you will face consequences for this",threat,appearance,medium,0.82
"thinking, this group is too negative",toxicity,group,medium,0.5
I just wanted to say stop spamming me don't you think?,harassment,individual,medium,0.45
you never get anything right so please stop.,insult,individual,high,0.35
why are you messaging me again without a doubt.,harassment,individual,medium,0.45
It's obvious that your kind is unwanted here,hate,individual,medium,0.75
why are you so behind me without a doubt.,harassment,individual,medium,0.45
"Honestly, dont follow up again please and it's annoying.",harassment,individual,medium,0.45
I think people like you should stay away,hate,individual,medium,0.75
"lecturer, keep quiet please",aggression,teacher,medium,0.55
"In my opinion, this space is not safe mentally",toxicity,gender,medium,0.5
"grade, you dont belong in this level",insult,academic,medium,0.3
"Seriously, use your brain once for real.",insult,individual,high,0.35
i will expose what you did and it's annoying.,threat,individual,medium,0.82
why are you so behind me - just my opinion.,harassment,individual,medium,0.45
Everyone knows dont start with me for real.,aggression,individual,high,0.6
"sir, stop chasing me for replies",harassment,teacher,medium,0.45
nobody takes you seriously,insult,appearance,high,0.35
"Just so you know, go away from here",aggression,individual,medium,0.55
"Honestly, mind your own group - just my opinion.",exclusion,individual,medium,0.42
"Honestly, why are you watching me silently - just my opinion.",stalking,individual,medium,0.62
"Listen, we dont need people like you for sure.",hate,individual,medium,0.75
this place feels unhealthy don't you think?,toxicity,individual,medium,0.5
we dont need people like you without a doubt.,hate,individual,medium,0.75
Everyone knows stop monitoring what i do for real.,stalking,individual,high,0.67
"Seriously, why are you always behind me",stalking,individual,high,0.67
"Just so you know, stop disturbing me during class for sure.",harassment,individual,medium,0.45
"To be honest, why are you always checking my status ... whatever.",stalking,social,high,0.67
It's obvious that why are you watching my profile daily (no offense).,stalking,teacher,low,0.57
why are you so slow !!!,insult,individual,medium,0.3
I just wanted to say why do you keep observing me,stalking,individual,medium,0.62
stop forcing conversation,harassment,individual,medium,0.45
"To be honest, this is your last warning",threat,individual,medium,0.82
people like you dont deserve respect without a doubt.,hate,individual,medium,0.75
"To be honest, this space is not safe mentally",toxicity,gender,medium,0.5
"Actually, dont keep pinging me for no reason",harassment,individual,medium,0.45
I just wanted to say this group is not for you !!!,exclusion,group,medium,0.42
"In my opinion, this group has become so toxic don't you think?",toxicity,group,medium,0.5
"assignment, dont think this will go unnoticed",threat,gender,medium,0.82
why do you keep calling me and it's annoying.,harassment,individual,medium,0.45
your kind is not welcome here period.,hate,individual,medium,0.75
this place feels unhealthy immediately.,toxicity,individual,medium,0.5
"In my opinion, you sound really stupid don't you think?",insult,individual,medium,0.3
I think no need for you here don't you think?,exclusion,individual,medium,0.42
"Just so you know, you wont get away with this and everyone agrees.",threat,individual,high,0.87
"Hey, go mind your work ... whatever.",aggression,individual,medium,0.55
"Stop it, leave me alone seriously and it's annoying.",harassment,individual,high,0.5
It's obvious that you are not required,exclusion,individual,medium,0.42
"Hey, you dont belong in our circle for sure.",exclusion,individual,medium,0.42
why are you so slow,insult,individual,medium,0.3
do you even understand anything and it's sad.,insult,individual,medium,0.3
"everyone here, remember this moment",threat,group,high,0.87
"Stop it, dont involve yourself here period.",exclusion,individual,medium,0.42
I just wanted to say why are you always behind me period.,stalking,individual,high,0.67
"Honestly, mind your own group period.",exclusion,individual,medium,0.42
dont involve yourself here and it's sad.,exclusion,individual,medium,0.42
why do you keep observing me for sure.,stalking,individual,medium,0.62
people like you never change (no offense).,hate,individual,high,0.8
"Seriously, you are not smart enough for this and it's annoying.",insult,individual,high,0.35
"To be honest, dont push me beyond my limit (no offense).",threat,individual,low,0.77
"In my opinion, this place feels suffocating right now.",toxicity,individual,medium,0.5
your kind spoils the environment,hate,gender,medium,0.75
It's obvious that nobody takes you seriously,insult,appearance,high,0.35
"To be honest, this will not end well for you for real.",threat,individual,medium,0.82
"To be honest, this place feels unhealthy immediately.",toxicity,individual,medium,0.5
"this community, this is between us only",exclusion,group,medium,0.42
"body, i will complain about you",threat,appearance,medium,0.82
this chat is mentally draining and it's sad.,toxicity,group,medium,0.5
"whole department, i cant stand people like you",hate,group,medium,0.75
"Hey, people like you never change",hate,individual,high,0.8
"Stop it, this environment is stressful immediately.",toxicity,gender,medium,0.5
i will report this to sir so please stop.,threat,teacher,medium,0.82
"reply, your kind spoils the environment",hate,gender,medium,0.75
"Look, why do you keep noticing when i am active",stalking,appearance,medium,0.62
I just wanted to say your type always ruins things and it's sad.,hate,individual,high,0.8
"Look, dont think this will go unnoticed",threat,appearance,medium,0.82
"Stop it, you look foolish right now and everyone agrees.",insult,appearance,high,0.35
"outfit, we dont like people like you",hate,appearance,medium,0.75
this place feels suffocating !!!,toxicity,individual,medium,0.5
I just wanted to say we didnt include you on purpose immediately.,exclusion,individual,medium,0.42
stop talking rubbish period.,insult,individual,medium,0.3
"submission, why do you know when i read messages",stalking,academic,medium,0.62
you mess up everything,insult,individual,medium,0.3
you are in serious trouble period.,threat,individual,medium,0.82
"last seen, dont involve yourself here",exclusion,social,medium,0.42
"Seriously, stop talking rubbish and it's annoying.",insult,individual,high,0.35
you look foolish right now,insult,appearance,medium,0.3
"To be honest, why are you so behind me ... whatever.",harassment,individual,medium,0.45
It's obvious that i told you already dont text me don't you think?,harassment,individual,medium,0.45
dont act smart here and it's annoying.,aggression,individual,medium,0.55
"look, shut up now",aggression,appearance,medium,0.55
"Look, back off right now (no offense).",aggression,appearance,low,0.5
"grade, why do you follow everything i do",stalking,academic,medium,0.62
"In my opinion, you just dont get it",insult,individual,medium,0.3
"Stop it, why do you keep observing me",stalking,individual,medium,0.62
Everyone knows your kind is unwanted here,hate,individual,high,0.8
"ladies, we dont need people like you",hate,gender,medium,0.75
"exam, you will pay for what you did",threat,academic,medium,0.82
"Seriously, you wont get away with this",threat,individual,high,0.87
you dont have common sense so please stop.,insult,individual,medium,0.3
i told you already dont text me for real.,harassment,individual,medium,0.45
I just wanted to say this group has become so toxic - just my opinion.,toxicity,group,medium,0.5
you are useless in group work right now.,insult,individual,medium,0.3
your kind is unwanted here and it's annoying.,hate,individual,medium,0.75
why are you always checking my status without a doubt.,stalking,social,high,0.67
"looks weird, dont start with me",aggression,appearance,medium,0.55
Everyone knows you will face consequences for this without a doubt.,threat,appearance,high,0.87
your kind is not welcome here and it's annoying.,hate,individual,medium,0.75
what are you even saying so please stop.,insult,individual,medium,0.3
Everyone knows you will face consequences for this right now.,threat,appearance,high,0.87
this chat is mentally draining - just my opinion.,toxicity,group,medium,0.5
"internals, why are you always in my dm",harassment,academic,high,0.5
this group is full of drama and it's annoying.,toxicity,group,medium,0.5
"Listen, this is your last warning",threat,individual,medium,0.82
this is not meant for you,exclusion,individual,medium,0.42
why do you see my story every time ... whatever.,stalking,social,medium,0.62
"Actually, you make everything worse",insult,individual,medium,0.3
"Just so you know, dont interfere in this ... whatever.",aggression,individual,medium,0.55
"Hey, dont poke your nose so please stop.",aggression,individual,medium,0.55
"entire group, what are you even saying",insult,group,medium,0.3
"In my opinion, people like you should stay away so please stop.",hate,individual,medium,0.75
"Stop it, stop texting me every day",harassment,individual,medium,0.45
stop irritating everyone,aggression,individual,high,0.6
"Honestly, you make everything worse and everyone agrees.",insult,individual,high,0.35
"In my opinion, your kind is not welcome here",hate,individual,medium,0.75
"Actually, people like you should stay away without a doubt.",hate,individual,medium,0.75
"Actually, stop keeping tabs on me for sure.",stalking,individual,medium,0.62
"Stop it, stop chasing me for replies don't you think?",harassment,individual,medium,0.45
"status, keep quiet please",aggression,social,medium,0.55
"character, why do you follow everything i do",stalking,personal,medium,0.62
you will pay for what you did for sure.,threat,individual,medium,0.82
"In my opinion, this place feels unhealthy",toxicity,individual,medium,0.5
dont annoy me and it's sad.,aggression,individual,medium,0.55
"exam, your kind spoils the environment",hate,gender,medium,0.75
use your brain once - just my opinion.,insult,individual,medium,0.3
this group is too negative and it's annoying.,toxicity,group,medium,0.5
"mute, you are not part of this",exclusion,social,medium,0.42
this environment is stressful - just my opinion.,toxicity,gender,medium,0.5
stop forcing conversation - just my opinion.,harassment,individual,medium,0.45
dont start with me (no offense).,aggression,individual,low,0.5
"women, why do you follow everything i do",stalking,gender,medium,0.62
"dp, i will expose what you did",threat,social,medium,0.82
"In my opinion, why are you always checking my status for real.",stalking,social,high,0.67
"this circle, stay out of my matters",aggression,group,medium,0.55
Everyone knows why cant you just stop ... whatever.,harassment,individual,high,0.5
why are you always online when i come and it's sad.,stalking,social,high,0.67
"behavior, you are done now",threat,personal,medium,0.82
"approach, people like you should stay away",hate,personal,medium,0.75
"To be honest, you are everywhere i go - just my opinion.",stalking,individual,medium,0.62
I think stop bothering me about this,harassment,individual,medium,0.45
"all of you, this group is very disturbing",toxicity,group,medium,0.5
It's obvious that stop monitoring what i do immediately.,stalking,individual,medium,0.62
dont overdo it and everyone agrees.,aggression,individual,high,0.6
"Actually, dont test my patience don't you think?",threat,academic,medium,0.82
"Actually, dont keep pinging me for no reason immediately.",harassment,individual,medium,0.45
I think this group is too negative,toxicity,group,medium,0.5
"last seen, stop talking nonsense",aggression,social,medium,0.55
stop getting involved period.,aggression,individual,medium,0.55
I just wanted to say you are acting childish don't you think?,insult,individual,medium,0.3
"Basically, stay out of this matter",exclusion,individual,medium,0.42
"marks, we dont like people like you",hate,academic,medium,0.75
"Seriously, you always ruin the mood and it's annoying.",insult,individual,high,0.35
"coordinator, we dont need people like you",hate,teacher,medium,0.75
"mentality, stay in your limits",aggression,gender,medium,0.55
"Basically, stop bothering me about this - just my opinion.",harassment,individual,medium,0.45
shut up now,aggression,individual,medium,0.55
"reply, better you leave this group",exclusion,group,medium,0.42
I just wanted to say dont interfere in this,aggression,individual,medium,0.55
"lab record, this space is not safe mentally",toxicity,gender,medium,0.5
this environment is stressful and it's annoying.,toxicity,gender,medium,0.5
"Stop it, why cant you just stop",harassment,individual,medium,0.45
"Actually, keep quiet please - just my opinion.",aggression,individual,medium,0.55
"whole class, why do you keep calling me",harassment,group,medium,0.45
"Hey, why do you see my story every time (no offense).",stalking,social,low,0.57
I think people like you are a headache,hate,individual,medium,0.75
shut up now without a doubt.,aggression,individual,medium,0.55
"Actually, people like you dont deserve respect",hate,individual,medium,0.75
"followers, this place feels suffocating",toxicity,social,medium,0.5
"To be honest, dont interfere in this and it's annoying.",aggression,individual,medium,0.55
"Hey, i will complain about you without a doubt.",threat,individual,medium,0.82
remember this moment so please stop.,threat,gender,medium,0.82
this is only for selected people and everyone agrees.,exclusion,individual,high,0.47
"female students, i cant stand people like you",hate,gender,medium,0.75
"To be honest, your kind is unwanted here",hate,individual,medium,0.75
this group has become so toxic (no offense).,toxicity,group,low,0.45
"Look, you are in serious trouble",threat,appearance,medium,0.82
"reply, i will make sure everyone knows",threat,social,high,0.87
"this group, why are you always online when i come",stalking,group,high,0.67
you will face consequences for this so please stop.,threat,appearance,medium,0.82
"offline, control yourself",aggression,social,medium,0.55
"people here, why are you always online when i come",stalking,group,high,0.67
dont act smart here ... whatever.,aggression,individual,medium,0.55
"appearance, stop forcing conversation",harassment,appearance,medium,0.45
this group makes me uncomfortable for real.,toxicity,group,medium,0.5
"To be honest, stop spamming me",harassment,individual,medium,0.45
It's obvious that i will report this to sir - just my opinion.,threat,teacher,medium,0.82
"Listen, your type should not be here so please stop.",hate,individual,medium,0.75
why are you always behind me and it's sad.,stalking,individual,high,0.67
"Actually, you always talk nonsense and everyone agrees.",insult,individual,high,0.35
i will expose what you did,threat,individual,medium,0.82
"Stop it, you just dont get it immediately.",insult,individual,medium,0.3
"dp, this doesnt concern you",exclusion,social,medium,0.42
"Honestly, i told you already dont text me without a doubt.",harassment,individual,medium,0.45
grow up seriously period.,insult,individual,high,0.35
"Look, you asked for it",threat,appearance,medium,0.82
this group is not for you ... whatever.,exclusion,group,medium,0.42
"Stop it, you keep irritating me daily for real.",harassment,individual,medium,0.45
"Actually, we didnt include you on purpose",exclusion,individual,medium,0.42
"Basically, you are not smart enough for this",insult,individual,medium,0.3
why are you watching my profile daily right now.,stalking,teacher,medium,0.62
you dont belong in our circle without a doubt.,exclusion,individual,medium,0.42
dont keep reminding me again and again so please stop.,harassment,individual,medium,0.45
"project, back off right now",aggression,academic,medium,0.55
dont poke your nose don't you think?,aggression,individual,medium,0.55
"profile, just wait and watch",threat,teacher,medium,0.82
Everyone knows this doesnt concern you,exclusion,individual,high,0.47
"Honestly, your kind spoils the environment so please stop.",hate,gender,medium,0.75
Everyone knows this is such a dumb question !!!,insult,individual,high,0.35
dont keep pinging me for no reason ... whatever.,harassment,individual,medium,0.45
"In my opinion, stop getting involved don't you think?",aggression,individual,medium,0.55
"Stop it, you will suffer for this right now.",threat,individual,medium,0.82
"To be honest, why are you watching me silently",stalking,individual,medium,0.62
use your brain once and it's annoying.,insult,individual,medium,0.3
"To be honest, people like you never change - just my opinion.",hate,individual,high,0.8
stay out of this matter right now.,exclusion,individual,medium,0.42
It's obvious that your type always ruins things immediately.,hate,individual,high,0.8
"In my opinion, why are you checking my last seen - just my opinion.",stalking,social,medium,0.62
"Actually, dont keep asking the same thing",harassment,appearance,medium,0.45
we dont want you in this discussion period.,exclusion,individual,medium,0.42
"this batch, stop talking rubbish",insult,group,medium,0.3
"To be honest, dont interfere in this",aggression,individual,medium,0.55
you always talk nonsense (no offense).,insult,individual,high,0.35
"Honestly, you cant escape from this for real.",threat,individual,medium,0.82
"To be honest, dont test my patience",threat,academic,medium,0.82
"Honestly, this group has become so toxic immediately.",toxicity,group,medium,0.5
"Hey, you are acting childish without a doubt.",insult,individual,medium,0.3
this place feels suffocating and it's annoying.,toxicity,individual,medium,0.5
"girls, people like you are a headache",hate,gender,medium,0.75
"In my opinion, stop irritating everyone immediately.",aggression,individual,high,0.6
"unfollow, you are in serious trouble",threat,social,medium,0.82
you mess up everything and it's sad.,insult,individual,medium,0.3
"Listen, you mess up everything and it's sad.",insult,individual,medium,0.3
"approach, you sound really stupid",insult,personal,medium,0.3
"behavior, dont keep asking the same thing",harassment,appearance,medium,0.45
I think dont test my patience and it's sad.,threat,academic,medium,0.82
"Seriously, just wait and watch and it's annoying.",threat,individual,high,0.87
why do you see my story every time so please stop.,stalking,social,medium,0.62
"Hey, go away from here",aggression,individual,medium,0.55
"Just so you know, you make everything worse and it's sad.",insult,individual,medium,0.3
"Listen, you will regret this later right now.",threat,individual,medium,0.82
you are not invited to this - just my opinion.,exclusion,individual,medium,0.42
"Listen, your type always ruins things",hate,individual,high,0.8
"male students, this group is too negative",toxicity,group,medium,0.5
grow up seriously !!!,insult,individual,high,0.35
"In my opinion, this environment is really bad without a doubt.",toxicity,gender,medium,0.5
we dont want you in this discussion (no offense).,exclusion,individual,low,0.37
why do you know when i read messages ... whatever.,stalking,individual,medium,0.62
"whole department, this is not meant for you",exclusion,group,medium,0.42
shut up now and everyone agrees.,aggression,individual,high,0.6
"this class, why are you always behind me",stalking,group,high,0.67
"Listen, why do you keep calling me don't you think?",harassment,individual,medium,0.45
"Basically, you will face consequences for this",threat,appearance,medium,0.82
"Actually, stop irritating everyone and it's annoying.",aggression,individual,high,0.6
"homework, i cant stand people like you",hate,academic,medium,0.75
I just wanted to say this group is full of drama,toxicity,group,medium,0.5
"Stop it, better you leave this group immediately.",exclusion,group,medium,0.42
"personality, stop spamming me",harassment,personal,medium,0.45
there is too much negativity here right now.,toxicity,individual,medium,0.5
"profile, stop irritating everyone",aggression,teacher,high,0.6
you are not required without a doubt.,exclusion,individual,medium,0.42
"Actually, this doesnt concern you",exclusion,individual,medium,0.42
"Look, we are doing this without you for sure.",exclusion,appearance,medium,0.42
"In my opinion, why are you so slow without a doubt.",insult,individual,medium,0.3
"Look, you look foolish right now period.",insult,appearance,medium,0.3
"Listen, we are doing this without you ... whatever.",exclusion,individual,medium,0.42
this place is full of nonsense !!!,toxicity,individual,medium,0.5
you will suffer for this so please stop.,threat,individual,medium,0.82
"Stop it, you cant escape from this",threat,individual,medium,0.82
this chat ruins my mood and it's sad.,toxicity,group,medium,0.5
"male students, this is only for selected people",exclusion,gender,medium,0.42
"whole department, dont act smart here",aggression,group,medium,0.55
i cant stand people like you (no offense).,hate,individual,low,0.7
"hair, this group is full of drama",toxicity,group,medium,0.5
"To be honest, you are in serious trouble",threat,individual,medium,0.82
"whole class, why are you always wrong",insult,group,high,0.35
"arrears, why are you always in my dm",harassment,academic,high,0.5
"lab record, why are you so slow",insult,academic,medium,0.3
"To be honest, why do you always show up where i am right now.",stalking,individual,high,0.67
you wont get away with this for sure.,threat,individual,medium,0.82
"boys, stop disturbing me during class",harassment,gender,medium,0.45
"friend circle, this place feels unhealthy",toxicity,social,medium,0.5
"Seriously, how many times should i say no - just my opinion.",harassment,individual,high,0.5
"principal, this space is not safe mentally",toxicity,teacher,medium,0.5
this group has become so toxic and it's annoying.,toxicity,group,medium,0.5
"Actually, this is your last warning",threat,individual,medium,0.82
you cant escape from this for real.,threat,individual,medium,0.82
"submission, your kind is not welcome here",hate,academic,medium,0.75
I think dont keep pinging me for no reason !!!,harassment,individual,medium,0.45
"women, why do you keep observing me",stalking,gender,medium,0.62
this place feels unhealthy period.,toxicity,individual,medium,0.5
"Listen, we already decided without you",exclusion,individual,medium,0.42
"character, you are not part of this",exclusion,personal,medium,0.42
this group is too negative don't you think?,toxicity,group,medium,0.5
this space is not safe mentally and it's sad.,toxicity,gender,medium,0.5
people like you are a headache - just my opinion.,hate,individual,medium,0.75
"Actually, stop talking nonsense immediately.",aggression,individual,medium,0.55
stop tracking my activity ... whatever.,stalking,individual,medium,0.62
"Basically, grow up seriously (no offense).",insult,individual,high,0.35
"cgpa, stop tracking my activity",stalking,academic,medium,0.62
"To be honest, stop texting me every day",harassment,individual,medium,0.45
"To be honest, i will complain about you period.",threat,individual,medium,0.82
"In my opinion, we dont need people like you and it's sad.",hate,individual,medium,0.75
"seen, you wont get away with this",threat,social,medium,0.82
we didnt include you on purpose for real.,exclusion,individual,medium,0.42
"Actually, this chat is exhausting",toxicity,group,medium,0.5
this group makes me uncomfortable don't you think?,toxicity,group,medium,0.5
"attitude, i will expose what you did",threat,personal,medium,0.82
"hod, this chat is mentally draining",toxicity,teacher,medium,0.5
"girls, this space is not safe mentally",toxicity,gender,medium,0.5
"Stop it, dont follow up again please immediately.",harassment,individual,medium,0.45
leave me alone seriously - just my opinion.,harassment,individual,high,0.5
"Stop it, shut up now ... whatever.",aggression,individual,medium,0.55
"guys, this chat is exhausting",toxicity,group,medium,0.5
It's obvious that you are not smart enough for this,insult,individual,medium,0.3
I think this place feels unhealthy - just my opinion.,toxicity,individual,medium,0.5
It's obvious that stop texting me every day,harassment,individual,medium,0.45
"Seriously, dont keep pinging me for no reason",harassment,individual,high,0.5
"Basically, are you seriously this dumb (no offense).",insult,individual,high,0.35
stop chasing me for replies ... whatever.,harassment,individual,medium,0.45
"Look, dont start with me",aggression,appearance,medium,0.55
you dont have common sense right now.,insult,individual,medium,0.3
"profile, do you even understand anything",insult,teacher,medium,0.3
"hair, i will make sure everyone knows",threat,appearance,high,0.87
"Look, this is between us only",exclusion,appearance,medium,0.42
"Hey, you are so clueless",insult,individual,medium,0.3
your kind is unwanted here so please stop.,hate,individual,medium,0.75
"Just so you know, everyone laughs at you",insult,individual,high,0.35
"all of you, dont overdo it",aggression,group,medium,0.55
"To be honest, stop irritating everyone for real.",aggression,individual,high,0.6
Everyone knows you are acting childish period.,insult,individual,high,0.35
"girls, we already decided without you",exclusion,gender,medium,0.42
It's obvious that why are you watching my profile daily,stalking,teacher,medium,0.62
"attendance, this place feels suffocating",toxicity,academic,medium,0.5
"Actually, we already decided without you immediately.",exclusion,individual,medium,0.42
"Honestly, this group makes me uncomfortable",toxicity,group,medium,0.5
Everyone knows stay out of my matters,aggression,individual,high,0.6
"Hey, people like you make everything dirty",hate,individual,medium,0.75
"Honestly, this group is very disturbing for sure.",toxicity,group,medium,0.5
"girls, we dont need people like you",hate,gender,medium,0.75
"this group, shut up now",aggression,group,medium,0.55
It's obvious that you are done now for sure.,threat,individual,medium,0.82
"people here, we dont want you in this discussion",exclusion,group,medium,0.42
"grade, mind your own group",exclusion,academic,medium,0.42
"Look, i cant stand people like you",hate,appearance,medium,0.75
"Seriously, no need for you here",exclusion,individual,high,0.47
"score, why are you watching my profile daily",stalking,teacher,medium,0.62
"Hey, dont push me beyond my limit (no offense).",threat,individual,low,0.77
"Actually, dont act smart here and it's sad.",aggression,individual,medium,0.55
"To be honest, you are not smart enough for this and it's sad.",insult,individual,medium,0.3
"Basically, we are doing this without you and it's sad.",exclusion,individual,medium,0.42
"Listen, go mind your work",aggression,individual,medium,0.55
"Listen, dont follow up again please",harassment,individual,medium,0.45
"Hey, this place is full of nonsense for real.",toxicity,individual,medium,0.5
your kind is unwanted here right now.,hate,individual,medium,0.75
I just wanted to say i will complain about you so please stop.,threat,individual,medium,0.82
"madam, dont think this will go unnoticed",threat,teacher,medium,0.82
"In my opinion, people like you should stay away without a doubt.",hate,individual,medium,0.75
i will expose what you did immediately.,threat,individual,medium,0.82
go away from here for sure.,aggression,individual,medium,0.55
It's obvious that i will complain about you so please stop.,threat,individual,medium,0.82
"reply, dont overdo it",aggression,social,medium,0.55
"mute, this chat ruins my mood",toxicity,group,medium,0.5
"Stop it, shut up now",aggression,individual,medium,0.55
"Basically, you are everywhere i go right now.",stalking,individual,medium,0.62
It's obvious that you will face consequences for this,threat,appearance,medium,0.82
"Basically, your type should not be here !!!",hate,individual,medium,0.75
why do you remember my timings for sure.,stalking,individual,medium,0.62
this group makes me uncomfortable and it's annoying.,toxicity,group,medium,0.5
"men, how many times should i say no",harassment,gender,medium,0.45
"behavior, we dont want you in this discussion",exclusion,personal,medium,0.42
"Look, go away from here",aggression,appearance,medium,0.55
"Just so you know, we are tired of people like you",hate,individual,medium,0.75
"prof, you asked for it",threat,teacher,medium,0.82
It's obvious that this chat ruins my mood and everyone agrees.,toxicity,group,high,0.55
"In my opinion, why do you follow everything i do",stalking,individual,medium,0.62
"Look, go mind your work ... whatever.",aggression,appearance,medium,0.55
"girls, why do you remember my timings",stalking,gender,medium,0.62
"habit, better you leave this group",exclusion,group,medium,0.42
"Look, stop spamming me",harassment,appearance,medium,0.45
stop keeping tabs on me so please stop.,stalking,individual,medium,0.62
"Stop it, this chat ruins my mood (no offense).",toxicity,group,low,0.45
you dont belong in this level - just my opinion.,insult,individual,medium,0.3
I just wanted to say this group is too negative,toxicity,group,medium,0.5
"Stop it, you will pay for what you did",threat,individual,medium,0.82
"mindset, back off right now",aggression,personal,medium,0.55
stop spamming me,harassment,individual,medium,0.45
this place feels unhealthy for sure.,toxicity,individual,medium,0.5
"Look, dont annoy me - just my opinion.",aggression,appearance,medium,0.55
please remove yourself - just my opinion.,exclusion,individual,medium,0.42
stop bothering me about this right now.,harassment,individual,medium,0.45
are you seriously this dumb (no offense).,insult,individual,high,0.35
"To be honest, stop stalking me and everyone agrees.",stalking,individual,high,0.67
this is not meant for you so please stop.,exclusion,individual,medium,0.42
"In my opinion, this is between us only",exclusion,individual,medium,0.42
dont message me late night for sure.,harassment,individual,medium,0.45
"this group, mind your own group",exclusion,group,medium,0.42
this is not meant for you - just my opinion.,exclusion,individual,medium,0.42
"Actually, you keep irritating me daily",harassment,individual,medium,0.45
"coordinator, this place feels unhealthy",toxicity,teacher,medium,0.5
"Hey, stop irritating everyone",aggression,individual,high,0.6
this place feels unhealthy and everyone agrees.,toxicity,individual,high,0.55
"Basically, dont start with me and it's annoying.",aggression,individual,medium,0.55
you always talk nonsense,insult,individual,high,0.35
"Listen, you are acting childish !!!",insult,individual,medium,0.3
"Look, why are you always wrong and everyone agrees.",insult,appearance,high,0.35
this is between us only immediately.,exclusion,individual,medium,0.42
"To be honest, why do you keep noticing when i am active period.",stalking,individual,medium,0.62
"Just so you know, you are embarrassing yourself",insult,individual,medium,0.3
"Honestly, you will regret this later",threat,individual,medium,0.82
"In my opinion, we dont like people like you don't you think?",hate,individual,medium,0.75
"To be honest, stop talking nonsense",aggression,individual,medium,0.55
"approach, dont test my patience",threat,academic,medium,0.82
stop getting involved for real.,aggression,individual,medium,0.55
"coordinator, people here are very problematic",toxicity,teacher,medium,0.5
"To be honest, nobody takes you seriously immediately.",insult,appearance,high,0.35
why do you keep calling me,harassment,individual,medium,0.45
"men, dont start with me",aggression,gender,medium,0.55
"block, why are you always online when i come",stalking,social,high,0.67
I think why do you keep calling me,harassment,individual,medium,0.45
"profile, this chat is mentally draining",toxicity,teacher,medium,0.5
"teacher, people like you are always the problem",hate,teacher,high,0.8
you will face consequences for this - just my opinion.,threat,appearance,medium,0.82
"Seriously, this group has become so toxic for real.",toxicity,group,high,0.55
"Look, you make everything worse",insult,appearance,medium,0.3
"Just so you know, why are you messaging me again so please stop.",harassment,individual,medium,0.45
Everyone knows you asked for it period.,threat,individual,high,0.87
people here are very problematic immediately.,toxicity,group,medium,0.5
"ladies, you are not required",exclusion,gender,medium,0.42
"Actually, go away from here",aggression,individual,medium,0.55
I think dont start with me,aggression,individual,medium,0.55
"In my opinion, why are you always behind me",stalking,individual,high,0.67
"Just so you know, why are you always behind me (no offense).",stalking,individual,high,0.67
Everyone knows this chat ruins my mood !!!,toxicity,group,high,0.55
"this batch, back off right now",aggression,group,medium,0.55
It's obvious that your kind is unwanted here for real.,hate,individual,medium,0.75
"Listen, stop talking nonsense",aggression,individual,medium,0.55
"hair, we dont want you in this discussion",exclusion,appearance,medium,0.42
I just wanted to say nobody takes you seriously,insult,appearance,high,0.35
"status, you are not invited to this",exclusion,social,medium,0.42
"Actually, why are you watching my profile daily - just my opinion.",stalking,teacher,medium,0.62
"notes, your kind spoils the environment",hate,gender,medium,0.75
