message,label,target_type,severity_score,severity_level,context
"Ninna fake character behavior nodi everyone frustrate agta idare, Snzvz. #0674",Harassment,Individual,0.78,high,whatsapp_group_chat
"Qqazfugxvm, nee full fake character tara behave madthiya. #aefb",Harassment,Individual,0.52,medium,whatsapp_group_chat
"Ninna not a loyal behavior nodi everyone frustrate agta idare, Jfb. #e173",Harassment,Individual,0.51,medium,whatsapp_group_chat
"Rxe, nee tumba bosodike tara idiya maga. #4b14",Insult,Individual,0.34,medium,whatsapp_group_chat
"Ninna sucide behavior nodi everyone frustrate agta idare, Tdxxfhzpz. #a399",Threat,Individual,0.81,high,whatsapp_group_chat
"Only a son of bitch will spam the group like you, Fyhyddrp. #94b9",Insult,Individual,0.59,low,whatsapp_group_chat
"Group nalli ee idiot thara attitude beda, Hxgaqkbp. #6033",Insult,Individual,0.6,high,whatsapp_group_chat
"Hjfwqgd, nee full fake character tara behave madthiya. #0388",Harassment,Individual,0.46,low,whatsapp_group_chat
"Vnpolprgn, ivattu full nimmavvana mode nalli idiya. #26b9",Harassment,Individual,0.64,low,whatsapp_group_chat
"This nigga behaviour is not okay, Uqpetctl. #38b5",Harassment,Individual,0.46,high,whatsapp_group_chat
"Dhfffyvmw, yaaru kuda ninna joker thara nature ishta padalla. #ae28",Insult,Individual,0.58,high,whatsapp_group_chat
"Fiskczgsmt, ivattu full sucide madthiya maga mode nalli idiya. #d4be",Threat,Individual,0.48,medium,whatsapp_group_chat
"Ninna sucide behavior nodi everyone frustrate agta idare, Nzmomvpznh. #2cdf",Threat,Individual,0.44,medium,whatsapp_group_chat
"Kjflkina, you are such a lick in this group. #8a6b",Sexual Harassment,Individual,0.72,high,whatsapp_group_chat
"Rdwvg, you are such a twat in this group. #52ed",Insult,Individual,0.43,high,whatsapp_group_chat
"Hphbth, ivattu full nimmavvana mode nalli idiya. #9960",Harassment,Individual,0.66,low,whatsapp_group_chat
"Group nalli a tara not a loyal maga baribeda, Adwmxqalo. #1d75",Harassment,Individual,0.65,medium,whatsapp_group_chat
"Only a fair suck of the sav will spam the group like you, Bqlxognh. #95ec",Harassment,Individual,0.39,medium,whatsapp_group_chat
"Yowuush, nin hendruna keya nataka nodakke bore aaytu. #c8b2",Sexual Harassment,Individual,0.55,medium,whatsapp_group_chat
"People are tired of your lame attitude, Vxyqev. #b6b2",Harassment,Individual,0.7,medium,whatsapp_group_chat
"Ninna sakath body behavior nodi everyone frustrate agta idare, Ggaagsdg. #ca3a",Harassment,Individual,0.46,high,whatsapp_group_chat
"People are tired of your cock-socker attitude, Vnm. #1789",Sexual Harassment,Individual,0.7,medium,whatsapp_group_chat
"Ahgbi, stop acting like a total bitch every day. #d0a7",Insult,Individual,0.38,medium,whatsapp_group_chat
"Group nalli a tara saayi madthiya maga baribeda, Cznoowxatj. #59f1",Threat,Individual,0.64,high,whatsapp_group_chat
"Gdxzoipl, nee full fake character tara behave madthiya. #5001",Harassment,Individual,0.44,low,whatsapp_group_chat
"Ilgssuke, yaaru kuda ninna not a loyal nature ishta padalla. #ef11",Harassment,Individual,0.74,medium,whatsapp_group_chat
"People are tired of your piss off attitude, Niogpj. #2111",Harassment,Individual,0.51,medium,whatsapp_group_chat
"Group nalli a tara gandu baribeda, Ahdyssvczd. #6761",Insult,Individual,0.38,medium,whatsapp_group_chat
"Dnnf, ivattu full shaata hari mode nalli idiya. #f95e",Insult,Individual,0.33,low,whatsapp_group_chat
"Only a nigga will spam the group like you, Hfrzxalx. #d400",Harassment,Individual,0.35,low,whatsapp_group_chat
"Tqhztty, nee tumba sade tara idiya maga. #a0c5",Insult,Individual,0.66,low,whatsapp_group_chat
"Fezgb, you are such a stupid in this group. #2d67",Insult,Individual,0.63,medium,whatsapp_group_chat
"Oru, nee full die tara behave madthiya. #5989",Threat,Individual,0.45,medium,whatsapp_group_chat
"This wanker behaviour is not okay, Wpmwextfaf. #0dd6",Sexual Harassment,Individual,0.44,medium,whatsapp_group_chat
"Colxmwmhw, stop acting like a total sexy every day. #f2bf",Sexual Harassment,Individual,0.37,medium,whatsapp_group_chat
"This mother fucker behaviour is not okay, Qwtnkubn. #e60e",Insult,Individual,0.59,medium,whatsapp_group_chat
"Clgpascyry, nee tumba bosodike tara idiya maga. #de71",Insult,Individual,0.6,medium,whatsapp_group_chat
"Wjlprodw, nin dagar nataka nodakke bore aaytu. #4b68",Insult,Individual,0.53,medium,whatsapp_group_chat
"Ivattu kooda haavu bro neenu tara act madtidya, Pusgjthf. #abe7",Harassment,Individual,0.6,medium,whatsapp_group_chat
"Group nalli ee cry baby attitude beda, Bbessvpf. #5e21",Harassment,Individual,0.68,high,whatsapp_group_chat
"Only a bugger will spam the group like you, Awrji. #c9b6",Insult,Individual,0.39,medium,whatsapp_group_chat
"Dgdwkwku, nee full sucide tara behave madthiya. #43ae",Threat,Individual,0.57,medium,whatsapp_group_chat
"Kec, you are such a choad in this group. #639e",Insult,Individual,0.44,medium,whatsapp_group_chat
"Only a 69 will spam the group like you, Ubeuhzvm. #d90f",Sexual Harassment,Individual,0.41,low,whatsapp_group_chat
"Kkqdaqy, nin shaata nataka nodakke bore aaytu. #9c7a",Insult,Individual,0.78,high,whatsapp_group_chat
"Fwlo, ivattu full saayi mode nalli idiya. #0205",Threat,Individual,0.45,medium,whatsapp_group_chat
"Ninna sexy baby behavior nodi everyone frustrate agta idare, Hdq. #d389",Sexual Harassment,Individual,0.47,medium,whatsapp_group_chat
"Kblt, nee full sakath body tara behave madthiya. #0874",Harassment,Individual,0.36,medium,whatsapp_group_chat
"Kxly, nee tumba muttala tara idiya maga. #80f6",Insult,Individual,0.53,medium,whatsapp_group_chat
"Qgnej, nin saayi madthiya maga nataka nodakke bore aaytu. #5868",Threat,Individual,0.33,low,whatsapp_group_chat
"Ivattu kooda sexy bro tara act madtidya, Qtu. #1779",Sexual Harassment,Individual,0.75,medium,whatsapp_group_chat
"Aklwvqig, stop acting like a total cock-socker every day. #3647",Sexual Harassment,Individual,0.67,medium,whatsapp_group_chat
"Only a cock-socker will spam the group like you, Viulbdywhd. #8b36",Sexual Harassment,Individual,0.74,medium,whatsapp_group_chat
"Yspws, stop acting like a total taking the piss every day. #eb03",Harassment,Individual,0.57,high,whatsapp_group_chat
"Bfuvclu, ivattu full sucide madthiya maga mode nalli idiya. #c2db",Threat,Individual,0.58,high,whatsapp_group_chat
"Yella dina saayi madtha tara mathadbeda, Vsxtdljja. #5381",Threat,Individual,0.67,medium,whatsapp_group_chat
"Rekflmpi, stop acting like a total nigga every day. #93a1",Harassment,Individual,0.56,low,whatsapp_group_chat
"Yella dina nin tullna keya tara mathadbeda, Wqkko. #90c0",Sexual Harassment,Individual,0.54,high,whatsapp_group_chat
"This bozo behaviour is not okay, Djcr. #e942",Insult,Individual,0.4,low,whatsapp_group_chat
"Zufqzykb, you are such a cockfoam in this group. #4fde",Sexual Harassment,Individual,0.56,high,whatsapp_group_chat
"This two head snake behaviour is not okay, Gmtrfin. #cbed",Insult,Individual,0.52,medium,whatsapp_group_chat
"Rzjxhybp, you are such a dirty fellow in this group. #be25",Insult,Individual,0.62,medium,whatsapp_group_chat
"Ktgeeafuhe, you are such a jerk in this group. #da11",Insult,Individual,0.75,medium,whatsapp_group_chat
"Group nalli ee saayi attitude beda, Mjyssas. #bf22",Threat,Individual,0.58,medium,whatsapp_group_chat
"Group nalli ee saayi attitude beda, Cuur. #956f",Threat,Individual,0.6,medium,whatsapp_group_chat
"Yella dina hucchadanthe tara mathadbeda, Zgm. #4f9d",Insult,Individual,0.5,medium,whatsapp_group_chat
"People are tired of your dickhole attitude, Zaeucdp. #e5ba",Sexual Harassment,Individual,0.61,low,whatsapp_group_chat
"Yrkvfntk, stop acting like a total suck his dick every day. #440d",Sexual Harassment,Individual,0.5,medium,whatsapp_group_chat
"Only a dog will spam the group like you, Kzj. #c946",Insult,Individual,0.46,medium,whatsapp_group_chat
"Ninna dove rani behavior nodi everyone frustrate agta idare, Gzv. #d13f",Harassment,Individual,0.68,high,whatsapp_group_chat
"People are tired of your fag attitude, Tcysqeio. #2cdf",Insult,Individual,0.47,medium,whatsapp_group_chat
"Ecynvq, yaaru kuda ninna sakath body nature ishta padalla. #2b77",Harassment,Individual,0.44,medium,whatsapp_group_chat
"Atr, you are such a ass in this group. #6c52",Harassment,Individual,0.57,medium,whatsapp_group_chat
"Fhz, you are such a fuck in this group. #37fd",Harassment,Individual,0.47,high,whatsapp_group_chat
"Ukgni, nee tumba dagara tara idiya maga. #0646",Insult,Individual,0.47,medium,whatsapp_group_chat
"Ninna sexy bro behavior nodi everyone frustrate agta idare, Yotwmbdor. #f941",Sexual Harassment,Individual,0.42,medium,whatsapp_group_chat
"Yella dina sucide madtha tara mathadbeda, Agzm. #f09d",Threat,Individual,0.77,high,whatsapp_group_chat
"Yella dina bosodike tara mathadbeda, Rsno. #11fc",Insult,Individual,0.75,medium,whatsapp_group_chat
"Yella dina shaata hari tara mathadbeda, Ihbv. #633a",Insult,Individual,0.62,high,whatsapp_group_chat
"Dbdzj, you are such a asexual in this group. #79cb",Sexual Harassment,Individual,0.7,medium,whatsapp_group_chat
"Hhrwhvnf, stop acting like a total nigger every day. #4a35",Harassment,Individual,0.5,low,whatsapp_group_chat
"This crap behaviour is not okay, Tqd. #154e",Harassment,Individual,0.4,high,whatsapp_group_chat
"Ninna die behavior nodi everyone frustrate agta idare, Tgyvkjzzsy. #e246",Threat,Individual,0.64,low,whatsapp_group_chat
"This bugger behaviour is not okay, Nvj. #2ad5",Insult,Individual,0.31,low,whatsapp_group_chat
"Iqmyou, yaaru kuda ninna sucide nature ishta padalla. #7682",Threat,Individual,0.69,medium,whatsapp_group_chat
"Only a wanker will spam the group like you, Tcahfze. #03d7",Sexual Harassment,Individual,0.57,medium,whatsapp_group_chat
"People are tired of your asshole attitude, Cvij. #5b7e",Insult,Individual,0.75,medium,whatsapp_group_chat
"Kztpaq, you are such a bloody hell in this group. #b295",Harassment,Individual,0.6,low,whatsapp_group_chat
"Gly, nin not a loyal maga nataka nodakke bore aaytu. #90e7",Harassment,Individual,0.59,low,whatsapp_group_chat
"Zpka, you are such a dick head in this group. #7c53",Sexual Harassment,Individual,0.54,medium,whatsapp_group_chat
"Only a arse will spam the group like you, Eicgxbinqw. #6bb5",Harassment,Individual,0.45,high,whatsapp_group_chat
"Yuu, stop acting like a total cunt every day. #bff3",Sexual Harassment,Individual,0.77,high,whatsapp_group_chat
"Only a stupid will spam the group like you, Yzkge. #300a",Insult,Individual,0.68,high,whatsapp_group_chat
"People are tired of your wtf attitude, Fwfnfraknr. #8021",Harassment,Individual,0.59,medium,whatsapp_group_chat
"Ninna saayi behavior nodi everyone frustrate agta idare, Hrzwrmm. #61f4",Threat,Individual,0.59,high,whatsapp_group_chat
"Qmrxtapanh, you are such a fucking prick in this group. #b639",Sexual Harassment,Individual,0.74,high,whatsapp_group_chat
"Only a pissflaps will spam the group like you, Nwqsclpsa. #7293",Insult,Individual,0.38,medium,whatsapp_group_chat
"Socilj, ivattu full sexy baby mode nalli idiya. #9ace",Sexual Harassment,Individual,0.61,low,whatsapp_group_chat
"Paurdprm, nee full monkey thara tara behave madthiya. #a62f",Insult,Individual,0.69,medium,whatsapp_group_chat
"Yella dina sade tara mathadbeda, Dogigfh. #c0d8",Insult,Individual,0.58,medium,whatsapp_group_chat
"Eqef, nee full cry baby tara behave madthiya. #cfb5",Harassment,Individual,0.45,medium,whatsapp_group_chat
"This twat face behaviour is not okay, Ipdgmklg. #dea8",Insult,Individual,0.54,medium,whatsapp_group_chat
"Ninna die behavior nodi everyone frustrate agta idare, Uzvv. #8c59",Threat,Individual,0.63,high,whatsapp_group_chat
"Jzbsslsnyg, stop acting like a total bozo every day. #dd54",Insult,Individual,0.61,low,whatsapp_group_chat
"Gmpucraar, nee tumba die maga tara idiya maga. #3c69",Threat,Individual,0.75,high,whatsapp_group_chat
"Group nalli a tara not a loyal baribeda, Khawtrkbpz. #d3e0",Harassment,Individual,0.36,low,whatsapp_group_chat
"Ugrdetn, nin muklyappa nataka nodakke bore aaytu. #4dd7",Insult,Individual,0.63,high,whatsapp_group_chat
"Fsqdlg, ivattu full sexy baby maga mode nalli idiya. #4e48",Sexual Harassment,Individual,0.35,medium,whatsapp_group_chat
"Group nalli a tara sooley maga baribeda, Yikcblua. #6689",Insult,Individual,0.37,medium,whatsapp_group_chat
"People are tired of your 69 attitude, Cpizbh. #c2ab",Sexual Harassment,Individual,0.4,medium,whatsapp_group_chat
"Bdlxwxo, nin gandu nataka nodakke bore aaytu. #ce59",Insult,Individual,0.64,high,whatsapp_group_chat
"Ivattu kooda saayi tara act madtidya, Jpnnw. #4327",Threat,Individual,0.53,high,whatsapp_group_chat
"Uflsskji, ivattu full die madthiya maga mode nalli idiya. #b435",Threat,Individual,0.44,high,whatsapp_group_chat
"Zhkfaasqi, nee full fake character tara behave madthiya. #8e12",Harassment,Individual,0.49,medium,whatsapp_group_chat
"Only a fucking balls will spam the group like you, Feua. #6e6e",Sexual Harassment,Individual,0.58,high,whatsapp_group_chat
"This sex behaviour is not okay, Njx. #67ab",Sexual Harassment,Individual,0.65,high,whatsapp_group_chat
"Txtetqrvjc, nee full haavu bro neenu tara behave madthiya. #5d42",Harassment,Individual,0.56,low,whatsapp_group_chat
"Group nalli a tara shaata hari baribeda, Ypbgrmktkf. #68df",Insult,Individual,0.53,medium,whatsapp_group_chat
"Only a fucking prick will spam the group like you, Kdchdepb. #0df7",Sexual Harassment,Individual,0.69,high,whatsapp_group_chat
"Dopjlp, nee full cry baby tara behave madthiya. #d028",Harassment,Individual,0.49,medium,whatsapp_group_chat
"People are tired of your fair suck of the sav attitude, Ewldpcxgl. #61dc",Harassment,Individual,0.66,medium,whatsapp_group_chat
"Cwiphyx, nee full monkey thara tara behave madthiya. #7c72",Insult,Individual,0.4,medium,whatsapp_group_chat
"Nvzi, stop acting like a total bitch every day. #320f",Insult,Individual,0.39,medium,whatsapp_group_chat
"Nahkdd, nee tumba hucchadana tara idiya maga. #a3f0",Insult,Individual,0.44,low,whatsapp_group_chat
"Ninna cry baby behavior nodi everyone frustrate agta idare, Zeqp. #5d30",Harassment,Individual,0.41,high,whatsapp_group_chat
"Group nalli a tara sakath body maga baribeda, Xtgdq. #9d85",Harassment,Individual,0.72,medium,whatsapp_group_chat
"Ivattu kooda idiot thara tara act madtidya, Uzik. #dff4",Insult,Individual,0.64,medium,whatsapp_group_chat
"Qgmhehdvc, you are such a son of bitch in this group. #82d5",Insult,Individual,0.57,high,whatsapp_group_chat
"Lwl, nee tumba fake character maga tara idiya maga. #acca",Harassment,Individual,0.41,medium,whatsapp_group_chat
"Rdfebpdus, nin nimmavvan nataka nodakke bore aaytu. #babf",Harassment,Individual,0.66,high,whatsapp_group_chat
"Weqqpy, stop acting like a total shit every day. #7801",Harassment,Individual,0.3,low,whatsapp_group_chat
"Yella dina gaandu tara mathadbeda, Kyzveqcoh. #bd0d",Insult,Individual,0.43,low,whatsapp_group_chat
"Hvipboqxfk, you are such a fucking balls in this group. #7591",Sexual Harassment,Individual,0.54,high,whatsapp_group_chat
"Ivattu kooda saayi tara act madtidya, Ldrvqwbpx. #7379",Threat,Individual,0.81,high,whatsapp_group_chat
"People are tired of your wanker attitude, Hpkyirf. #7ef2",Sexual Harassment,Individual,0.49,low,whatsapp_group_chat
"Yella dina thotti tara mathadbeda, Ktzzyrqraz. #a9a8",Insult,Individual,0.44,high,whatsapp_group_chat
"Mwgelhklr, you are such a crap in this group. #c441",Harassment,Individual,0.55,low,whatsapp_group_chat
"Jyzmtc, you are such a bimbo in this group. #eb21",Insult,Individual,0.82,high,whatsapp_group_chat
"Ivattu kooda haavu bro neenu tara act madtidya, Clkpa. #8e4d",Harassment,Individual,0.45,medium,whatsapp_group_chat
"Group nalli ee joker thara attitude beda, Zhciyhzo. #b32a",Insult,Individual,0.65,medium,whatsapp_group_chat
"Only a son of bitch will spam the group like you, Lsdzq. #d140",Insult,Individual,0.56,high,whatsapp_group_chat
"Group nalli ee dove rani attitude beda, Pgzt. #ff0b",Harassment,Individual,0.5,high,whatsapp_group_chat
"Yella dina darbesi tara mathadbeda, Uvfah. #5c53",Insult,Individual,0.49,medium,whatsapp_group_chat
"Qgvbnvurjy, nee full sucide tara behave madthiya. #0da0",Threat,Individual,0.47,medium,whatsapp_group_chat
"Group nalli a tara kalladantha maga baribeda, Mtmcg. #741f",Insult,Individual,0.66,medium,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Azodposr. #b342",Harassment,Individual,0.66,low,whatsapp_group_chat
"Ixeaj, ivattu full fake character maga mode nalli idiya. #70c1",Harassment,Individual,0.68,low,whatsapp_group_chat
"Mrqiwkp, nee full haavu bro neenu tara behave madthiya. #8371",Harassment,Individual,0.39,medium,whatsapp_group_chat
"Ivattu kooda cry baby tara act madtidya, Gcbvxlnvm. #91e8",Harassment,Individual,0.81,high,whatsapp_group_chat
"Iyapbjshfh, you are such a queer in this group. #de2c",Insult,Individual,0.53,medium,whatsapp_group_chat
"This bloody hell behaviour is not okay, Dqdpezktc. #c0b4",Harassment,Individual,0.55,medium,whatsapp_group_chat
"Tdmpvl, you are such a nigga in this group. #d8bb",Harassment,Individual,0.57,low,whatsapp_group_chat
"Xwaqt, you are such a mother fucker in this group. #4e0e",Insult,Individual,0.57,medium,whatsapp_group_chat
"Ypgopldrfx, nin thimru nataka nodakke bore aaytu. #ce6a",Insult,Individual,0.73,medium,whatsapp_group_chat
"Group nalli a tara sexy bro baribeda, Zeke. #f420",Sexual Harassment,Individual,0.49,medium,whatsapp_group_chat
"Group nalli a tara hendruna keya maga baribeda, Twoxgqond. #fccc",Sexual Harassment,Individual,0.67,medium,whatsapp_group_chat
"Xidnqpzeqf, nin hucchadanthe nataka nodakke bore aaytu. #d5b6",Insult,Individual,0.74,medium,whatsapp_group_chat
"People are tired of your damn attitude, Cttrcfih. #2207",Insult,Individual,0.74,high,whatsapp_group_chat
"Ivattu kooda haavu bro neenu tara act madtidya, Hcxray. #3bdd",Harassment,Individual,0.49,high,whatsapp_group_chat
"Group nalli ee sexy bro attitude beda, Udzg. #bcc0",Sexual Harassment,Individual,0.6,medium,whatsapp_group_chat
"Vmj, nee tumba nim ammanakeya tara idiya maga. #1b3d",Sexual Harassment,Individual,0.61,medium,whatsapp_group_chat
"People are tired of your go to hell attitude, Nvmlzewx. #cc47",Harassment,Individual,0.6,medium,whatsapp_group_chat
"Qvcncx, nee full monkey thara tara behave madthiya. #fc91",Insult,Individual,0.38,medium,whatsapp_group_chat
"Dkjtyojxif, stop acting like a total mother fucker every day. #d4c4",Insult,Individual,0.8,high,whatsapp_group_chat
"Apvunevgw, ivattu full sucide madtha mode nalli idiya. #eaa3",Threat,Individual,0.39,medium,whatsapp_group_chat
"Zooqdch, stop acting like a total fag every day. #8bcd",Insult,Individual,0.46,medium,whatsapp_group_chat
"Ijobioxaou, nee full idiot thara tara behave madthiya. #9abc",Insult,Individual,0.47,medium,whatsapp_group_chat
"People are tired of your balls are in as well attitude, Ifvno. #5d95",Sexual Harassment,Individual,0.5,medium,whatsapp_group_chat
"Qxuxaxnzs, ivattu full gandu mode nalli idiya. #b125",Insult,Individual,0.77,high,whatsapp_group_chat
"Slftmqxoe, stop acting like a total dick head every day. #ac06",Sexual Harassment,Individual,0.48,medium,whatsapp_group_chat
"Irmaccmlr, you are such a sex in this group. #6041",Sexual Harassment,Individual,0.79,high,whatsapp_group_chat
"People are tired of your pissflaps attitude, Hmzxnzzi. #2820",Insult,Individual,0.68,medium,whatsapp_group_chat
"Lblwa, you are such a bisexual in this group. #4964",Sexual Harassment,Individual,0.56,medium,whatsapp_group_chat
"Ivattu kooda monkey thara tara act madtidya, Efb. #ae67",Insult,Individual,0.35,medium,whatsapp_group_chat
"Tghmh, stop acting like a total son of bitch every day. #f2b4",Insult,Individual,0.71,high,whatsapp_group_chat
"People are tired of your bisexual attitude, Xujoawj. #cb90",Sexual Harassment,Individual,0.77,high,whatsapp_group_chat
"Zczdkdy, nin saayi mad nataka nodakke bore aaytu. #333f",Threat,Individual,0.47,high,whatsapp_group_chat
"Yella dina hucchadana tara mathadbeda, Qeasnd. #a3d7",Insult,Individual,0.44,low,whatsapp_group_chat
"Yella dina hendruna keya maga tara mathadbeda, Oxxfmyi. #856a",Sexual Harassment,Individual,0.51,medium,whatsapp_group_chat
"This transgender behaviour is not okay, Opl. #dee8",Insult,Individual,0.55,high,whatsapp_group_chat
"Group nalli ee dove rani attitude beda, Wakju. #5647",Harassment,Individual,0.45,medium,whatsapp_group_chat
"This bitch behaviour is not okay, Xki. #9fde",Insult,Individual,0.74,high,whatsapp_group_chat
"Wyrhyy, yaaru kuda ninna haavu bro neenu nature ishta padalla. #907a",Harassment,Individual,0.45,low,whatsapp_group_chat
"Thhylflk, ivattu full le niga mode nalli idiya. #c3a3",Harassment,Individual,0.62,medium,whatsapp_group_chat
"Hmybrgoji, nee tumba tullna keya maga tara idiya maga. #6659",Sexual Harassment,Individual,0.47,medium,whatsapp_group_chat
"Thyidumkg, you are such a butt in this group. #625c",Harassment,Individual,0.53,low,whatsapp_group_chat
"Group nalli ee sucide attitude beda, Hgzvfqodlc. #9846",Threat,Individual,0.74,medium,whatsapp_group_chat
"Ninna monkey thara behavior nodi everyone frustrate agta idare, Sopqolvkik. #aec0",Insult,Individual,0.5,medium,whatsapp_group_chat
"Kbvpxd, you are such a dirty fellow in this group. #3bb4",Insult,Individual,0.51,low,whatsapp_group_chat
"Yda, stop acting like a total wanker every day. #ad6a",Sexual Harassment,Individual,0.64,medium,whatsapp_group_chat
"Group nalli a tara fake character baribeda, Sfzagunmcz. #f976",Harassment,Individual,0.52,low,whatsapp_group_chat
"Oagxy, you are such a bugger in this group. #11fe",Insult,Individual,0.54,low,whatsapp_group_chat
"Fxjzx, nee tumba soolya maga tara idiya maga. #2675",Harassment,Individual,0.66,medium,whatsapp_group_chat
"This fair suck of the sav behaviour is not okay, Eajzoyv. #c7e9",Harassment,Individual,0.71,medium,whatsapp_group_chat
"Group nalli a tara joker thara maga baribeda, Olmqkdapzi. #3a02",Insult,Individual,0.29,low,whatsapp_group_chat
"Lnbsdnqtr, yaaru kuda ninna sucide nature ishta padalla. #14ce",Threat,Individual,0.4,medium,whatsapp_group_chat
"Xtxt, nee tumba keiya tara idiya maga. #9f1e",Harassment,Individual,0.67,medium,whatsapp_group_chat
"People are tired of your wanker attitude, Yqahtuhw. #136f",Sexual Harassment,Individual,0.47,high,whatsapp_group_chat
"Group nalli ee dove rani attitude beda, Wwf. #1ec9",Harassment,Individual,0.51,low,whatsapp_group_chat
"Uwkrrnyj, stop acting like a total dog every day. #a7a7",Insult,Individual,0.53,medium,whatsapp_group_chat
"People are tired of your son of bitch attitude, Hclfycg. #6c6b",Insult,Individual,0.68,low,whatsapp_group_chat
"Kdb, stop acting like a total loser every day. #bdc2",Insult,Individual,0.54,medium,whatsapp_group_chat
"Ewiyjald, you are such a pussy in this group. #4ada",Sexual Harassment,Individual,0.49,medium,whatsapp_group_chat
"Group nalli ee haavu bro neenu attitude beda, Mlokwh. #fcd9",Harassment,Individual,0.75,high,whatsapp_group_chat
"Dbzeezvfw, you are such a twat face in this group. #70ba",Insult,Individual,0.63,low,whatsapp_group_chat
"Kupubuqviy, stop acting like a total butt every day. #a638",Harassment,Individual,0.39,high,whatsapp_group_chat
"Ninna die behavior nodi everyone frustrate agta idare, Yhycenjwm. #a3f4",Threat,Individual,0.77,high,whatsapp_group_chat
"Only a twat face will spam the group like you, Vwfy. #3702",Insult,Individual,0.65,low,whatsapp_group_chat
"Ozecmwux, you are such a fair suck of the sav in this group. #9095",Harassment,Individual,0.5,medium,whatsapp_group_chat
"Bkdgmdgk, nee full haavu bro neenu tara behave madthiya. #0b47",Harassment,Individual,0.7,high,whatsapp_group_chat
"Ivattu kooda saayi tara act madtidya, Ytvtzni. #ab31",Threat,Individual,0.55,medium,whatsapp_group_chat
"This ohh,piss off behaviour is not okay, Vukqkh. #de8e",Harassment,Individual,0.54,medium,whatsapp_group_chat
"Yella dina ninna gandu maga tara mathadbeda, Cblgvt. #e355",Insult,Individual,0.45,medium,whatsapp_group_chat
"Ztcwfwhrs, nee tumba ninna amma maga tara idiya maga. #25a2",Harassment,Individual,0.49,high,whatsapp_group_chat
"Group nalli a tara sakath body baribeda, Dlbpa. #2e10",Harassment,Individual,0.47,low,whatsapp_group_chat
"Ninna monkey thara behavior nodi everyone frustrate agta idare, Psir. #259b",Insult,Individual,0.61,high,whatsapp_group_chat
"Ljdnoq, nin thotti maga nataka nodakke bore aaytu. #616f",Insult,Individual,0.57,high,whatsapp_group_chat
"Only a dimwit will spam the group like you, Qryts. #9fe2",Insult,Individual,0.49,high,whatsapp_group_chat
"Ninna monkey thara behavior nodi everyone frustrate agta idare, Tqrdux. #29cb",Insult,Individual,0.61,high,whatsapp_group_chat
"Group nalli a tara le niga baribeda, Jnkswaid. #0ea5",Harassment,Individual,0.71,low,whatsapp_group_chat
"Ivattu kooda fake character tara act madtidya, Kqjk. #c004",Harassment,Individual,0.63,medium,whatsapp_group_chat
"Ninna saayi behavior nodi everyone frustrate agta idare, Zaltrrnsul. #4980",Threat,Individual,0.73,medium,whatsapp_group_chat
"Pnzyj, nee full sexy baby tara behave madthiya. #550a",Sexual Harassment,Individual,0.49,high,whatsapp_group_chat
"Omgovahyf, stop acting like a total loser every day. #fcf5",Insult,Individual,0.66,high,whatsapp_group_chat
"Kce, ivattu full hucchadanta mode nalli idiya. #62e3",Insult,Individual,0.51,medium,whatsapp_group_chat
"Ivattu kooda joker thara tara act madtidya, Ectxmsfsjp. #9f10",Insult,Individual,0.46,low,whatsapp_group_chat
"Mqptjbuqsd, ivattu full haavu bro neenu maga mode nalli idiya. #5b8b",Harassment,Individual,0.54,low,whatsapp_group_chat
"Llyxi, yaaru kuda ninna sakath body nature ishta padalla. #e2fc",Harassment,Individual,0.57,high,whatsapp_group_chat
"Sdtjzlt, stop acting like a total balls are in as well every day. #4b06",Sexual Harassment,Individual,0.62,high,whatsapp_group_chat
"Pmhmzo, you are such a go to hell in this group. #b27c",Harassment,Individual,0.63,high,whatsapp_group_chat
"Group nalli a tara thimru baribeda, Gpagd. #b4bf",Insult,Individual,0.57,low,whatsapp_group_chat
"This queer behaviour is not okay, Gvxr. #2853",Insult,Individual,0.73,medium,whatsapp_group_chat
"Xwbkhoubog, you are such a sexy in this group. #6c7d",Sexual Harassment,Individual,0.66,medium,whatsapp_group_chat
"Xvrgrfdyiy, you are such a stupid in this group. #538d",Insult,Individual,0.47,medium,whatsapp_group_chat
"This hell behaviour is not okay, Fjuv. #c05d",Harassment,Individual,0.64,high,whatsapp_group_chat
"Yella dina hucchadana tara mathadbeda, Wixaumlu. #9105",Insult,Individual,0.73,medium,whatsapp_group_chat
"This damn behaviour is not okay, Gxzejczi. #55d7",Insult,Individual,0.62,medium,whatsapp_group_chat
"Jqqbxskkg, you are such a twat in this group. #77f7",Insult,Individual,0.64,high,whatsapp_group_chat
"Mxlpxa, nee full joker thara tara behave madthiya. #e12c",Insult,Individual,0.43,medium,whatsapp_group_chat
"Cvh, nin kallu nataka nodakke bore aaytu. #920c",Insult,Individual,0.76,high,whatsapp_group_chat
"People are tired of your fuck you attitude, Nfiawksayt. #6cb7",Harassment,Individual,0.39,low,whatsapp_group_chat
"Sicxpm, nee tumba nimm avvan tara idiya maga. #840c",Harassment,Individual,0.66,medium,whatsapp_group_chat
"Xhcals, nee full dove rani tara behave madthiya. #9179",Harassment,Individual,0.67,low,whatsapp_group_chat
"Lgtljc, nee tumba die madthiya maga tara idiya maga. #53e8",Threat,Individual,0.41,high,whatsapp_group_chat
